customer_id,customer_name,city,subscription_type,join_date,age,is_active
48,Brian Andrews,Chennai,Enterprise,2025-09-01,42,0
49,Cory Jones,Delhi,Premium,2024-12-20,32,1
50,Shirley Hawkins,Delhi,Basic,2025-08-05,59,1
51,Mary Thompson,Bangalore,Enterprise,2025-12-27,41,1
52,Jesse Thompson MD,Pune,Enterprise,2024-03-02,28,1
53,Linda Simpson,Pune,Basic,2024-07-13,37,0
54,Richard Harris,Chennai,Premium,2024-02-07,21,1
55,Jasmine Clayton,Bangalore,Premium,2025-01-14,25,1
56,Angela Gonzales,Pune,Premium,2024-05-30,63,0
57,Tanya Austin,Chennai,Premium,2024-05-09,53,1
58,Brett Frank,Chennai,Premium,2024-10-03,41,1
59,Jose Cobb,Chennai,Premium,2025-04-29,56,1
60,Michael Clark,Mumbai,Premium,2024-06-10,63,1
61,Michael Jenkins,Chennai,Enterprise,2024-11-19,32,1
62,Michelle Madden,Hyderabad,Enterprise,2023-05-27,21,1
63,Andrew Fritz DDS,Bangalore,Basic,2023-05-24,48,1
64,Noah Stevens,Hyderabad,Premium,2024-10-03,49,1
65,Jeffrey Norman,Pune,Premium,2023-05-25,31,0
66,Mr. Daniel Allison,Bangalore,Enterprise,2026-05-04,63,1
67,Nichole Ellis,Delhi,Basic,2024-03-07,64,1
68,Michael Henry,Mumbai,Basic,2025-03-24,30,0
69,Marissa Reyes,Delhi,Basic,2026-01-10,51,0
70,Jillian Yang,Hyderabad,Premium,2025-05-15,61,1
71,Judy Smith,Chennai,Enterprise,2024-09-24,45,1
72,Jose Rogers,Hyderabad,Basic,2025-12-12,30,0
73,Amanda Moore,Delhi,Premium,2024-02-01,35,1
74,Edward Salas,Chennai,Enterprise,2025-01-06,50,0
75,Amanda Mullins,Pune,Basic,2026-01-07,28,1
76,Linda Jones,Mumbai,Premium,2023-10-25,63,1
77,Vicki Lowery,Hyderabad,Enterprise,2026-03-23,53,1
78,Shannon Williams,Pune,Premium,2024-08-19,31,1
79,Karen Martin,Hyderabad,Premium,2024-06-12,36,1
80,Laura Walsh,Pune,Premium,2025-12-26,61,1
81,Dalton Hahn,Bangalore,Premium,2024-06-14,25,1
82,Yvette Scott,Mumbai,Premium,2024-09-17,42,1
83,Laurie Ballard,Pune,Basic,2024-02-01,29,1
84,Donna Kirk,Mumbai,Premium,2026-03-10,65,1
85,Todd Murray,Chennai,Basic,2023-08-05,25,1
86,Erika Moore,Hyderabad,Premium,2023-07-31,55,1
87,Peter Morse,Hyderabad,Basic,2024-10-24,34,1
88,David Williams,Hyderabad,Enterprise,2024-12-10,65,0
89,Thomas Garcia,Pune,Premium,2024-03-08,51,0
90,Lisa Edwards,Bangalore,Premium,2024-10-05,45,1
91,Dr. Rebecca Daugherty,Pune,Enterprise,2025-07-11,55,1
92,Tracy Reed,Hyderabad,Basic,2024-11-13,38,1
93,Patricia Pineda,Hyderabad,Basic,2024-06-04,45,1
94,Christopher Miller,Chennai,Enterprise,2025-01-23,46,1
95,Mary Dodson,Hyderabad,Basic,2025-05-06,60,0
96,Karen Smith,Hyderabad,Enterprise,2025-07-15,57,0
97,Timothy Rice,Delhi,Enterprise,2024-08-01,48,1
98,Benjamin Rodriguez,Hyderabad,Basic,2023-05-21,24,1
99,Jason Patterson,Hyderabad,Premium,2024-07-09,34,1
100,Michael Day,Bangalore,Premium,2023-10-28,45,1
101,Catherine Kim,Hyderabad,Premium,2024-12-10,26,1
102,Chase Adams,Delhi,Enterprise,2023-10-10,55,0
103,Barbara Perez,Bangalore,Basic,2024-07-09,62,0
104,Stephen Parker,Chennai,Basic,2023-10-21,22,1
105,Christopher Hunter,Mumbai,Basic,2026-04-24,60,1
106,George Perez,Mumbai,Basic,2024-12-25,51,0
107,Eric Riley,Pune,Basic,2025-04-17,50,1
108,April Rodriguez,Bangalore,Basic,2026-02-17,59,0
109,Gregory Hunter,Mumbai,Premium,2025-07-18,27,0
110,Darryl Coleman,Bangalore,Enterprise,2024-07-04,64,1
111,James Jones,Hyderabad,Enterprise,2025-05-12,33,0
112,Tammy Cochran,Pune,Enterprise,2023-10-09,61,1
113,Alex Schneider,Delhi,Enterprise,2025-08-06,40,0
114,Sergio Chapman,Pune,Basic,2026-01-17,43,1
115,Henry Gonzales,Chennai,Premium,2024-10-03,25,1
116,Randy Hurley,Delhi,Premium,2023-05-22,52,0
117,Christopher Johnson,Hyderabad,Premium,2025-09-09,61,1
118,Tiffany Welch,Chennai,Basic,2025-07-14,48,1
119,Lisa Nelson,Chennai,Enterprise,2023-09-16,62,1
120,Bridget Torres,Pune,Enterprise,2025-09-11,51,1
121,Eric Rasmussen,Hyderabad,Enterprise,2023-09-08,58,1
122,Jacqueline Williams,Bangalore,Basic,2025-07-10,26,1
123,Tracy Kramer,Hyderabad,Basic,2025-07-10,50,1
124,Maurice Williams,Bangalore,Basic,2024-05-11,52,1
125,Michael Jones,Mumbai,Premium,2026-02-24,34,1
126,Joseph Gill,Bangalore,Premium,2023-05-09,38,1
127,Karen Collins,Pune,Basic,2025-04-05,54,1
128,Rachel Hernandez,Delhi,Basic,2026-01-02,47,1
129,Megan Dunn,Pune,Basic,2025-04-30,65,1
130,Johnny Gomez,Chennai,Enterprise,2024-10-31,52,1
131,Jacob Jefferson,Delhi,Basic,2026-04-02,39,1
132,David Horn,Hyderabad,Enterprise,2023-08-09,36,1
133,Evan Wolfe,Chennai,Enterprise,2023-09-08,44,1
134,Dawn Collins,Pune,Enterprise,2024-01-11,43,1
135,Bethany Brown,Chennai,Enterprise,2023-12-24,42,1
136,Mandy Lee,Chennai,Premium,2025-01-09,38,1
137,Dr. Catherine Lewis PhD,Bangalore,Basic,2023-09-06,28,1
138,Susan Cox,Bangalore,Basic,2023-08-04,55,1
139,Danny Smith,Mumbai,Basic,2024-07-23,51,1
140,Alejandro Larson,Chennai,Enterprise,2024-11-20,54,1
141,Ronald Young,Delhi,Basic,2023-07-01,39,1
142,Kristen Fields,Bangalore,Basic,2025-06-03,40,0
143,Timothy Lewis,Chennai,Enterprise,2026-01-07,29,1
144,Christina Thomas,Delhi,Basic,2024-06-05,56,1
145,Joseph Montes,Chennai,Basic,2025-07-30,61,1
146,David Mckee,Delhi,Basic,2023-12-26,57,1
147,Bruce Phelps,Hyderabad,Premium,2024-06-10,49,1
148,Christopher Garrison,Mumbai,Basic,2024-01-06,37,1
149,Michael Gonzalez,Delhi,Basic,2023-09-03,46,1
150,Susan Combs,Delhi,Enterprise,2023-09-16,61,0
151,Jordan Fisher,Mumbai,Basic,2024-03-21,57,1
152,David Martin,Delhi,Basic,2023-10-30,28,1
153,Nichole Baker,Pune,Enterprise,2023-10-21,60,1
154,Misty Holloway,Pune,Premium,2026-01-20,49,1
155,Emily Park,Bangalore,Enterprise,2024-05-03,48,1
156,Susan May,Pune,Enterprise,2024-06-17,24,0
157,Mr. James Johnson,Mumbai,Enterprise,2024-04-13,34,1
158,Kelly Thomas,Chennai,Basic,2024-01-18,31,1
159,Mark Pearson,Mumbai,Enterprise,2024-02-17,25,1
160,Brian Bennett,Delhi,Premium,2023-09-29,49,1
161,Sean Romero,Bangalore,Basic,2025-10-17,35,1
162,Angela Crane,Chennai,Premium,2024-08-28,65,1
163,Jeffrey Richardson,Delhi,Enterprise,2023-11-11,35,1
164,Julie Wood,Chennai,Enterprise,2024-03-22,63,1
165,Erin Collier,Hyderabad,Basic,2023-09-09,55,1
166,Ryan Jones,Chennai,Basic,2025-10-05,38,1
167,April Jensen,Delhi,Basic,2025-11-28,31,1
168,Courtney Wood,Pune,Enterprise,2025-09-25,57,1
169,Barbara Bridges,Hyderabad,Basic,2024-01-30,50,1
170,Jennifer Gonzalez,Chennai,Premium,2025-02-15,38,1
171,Rebecca Mendoza,Hyderabad,Basic,2024-05-11,59,0
172,Jared Mills,Hyderabad,Enterprise,2026-02-03,41,1
173,Adam Lewis,Delhi,Basic,2025-05-14,35,0
174,Andrew Martin,Chennai,Premium,2025-06-05,57,0
175,John Hamilton,Mumbai,Premium,2025-02-08,54,1
176,Timothy Lopez,Bangalore,Basic,2024-04-10,58,1
177,Terry Davila,Chennai,Premium,2024-01-13,26,1
178,Melissa Gentry,Bangalore,Premium,2024-12-29,42,1
179,Deborah Middleton,Chennai,Basic,2026-01-08,31,1
180,Joshua Ray,Hyderabad,Enterprise,2025-08-10,52,1
181,Kristin Larson,Chennai,Premium,2025-03-12,56,0
182,Mark Thomas,Hyderabad,Basic,2025-12-30,41,1
183,Dakota Lynch MD,Bangalore,Basic,2025-08-02,46,0
184,Michele Schmitt,Chennai,Enterprise,2025-07-14,50,1
185,Peggy Oconnor,Delhi,Basic,2024-09-11,54,1
186,William Jackson,Pune,Premium,2023-06-27,61,1
187,Micheal Davis,Delhi,Basic,2025-10-21,38,1
188,Norma George,Bangalore,Premium,2024-01-23,65,1
189,Jennifer Warren,Delhi,Basic,2024-05-18,61,1
190,David Morris,Chennai,Basic,2024-06-06,40,0
191,Fred Brown,Pune,Premium,2024-01-25,26,1
192,John Murphy,Delhi,Premium,2024-12-24,28,1
193,Dr. Jennifer Dickson,Hyderabad,Enterprise,2025-11-06,39,1
194,Jessica Garcia,Hyderabad,Premium,2023-07-08,51,1
195,Krystal Mckenzie,Hyderabad,Enterprise,2026-05-03,30,1
196,Donna Rice,Mumbai,Enterprise,2024-11-19,53,1
197,Russell Mason,Delhi,Premium,2024-06-29,47,1
198,Bradley Patel,Pune,Premium,2024-07-14,21,1
199,Tammy Yates,Chennai,Premium,2024-08-02,58,1
200,Russell Miller,Mumbai,Premium,2025-04-17,55,1
201,Andrew Zimmerman,Bangalore,Premium,2025-05-12,56,1
202,Cole Hall,Hyderabad,Premium,2025-11-24,33,1
203,Carolyn Nguyen,Pune,Premium,2024-08-06,35,1
204,Randy Alexander,Delhi,Premium,2025-02-25,51,1
205,Erik Hunt,Hyderabad,Enterprise,2023-08-18,62,1
206,Mark Cruz,Hyderabad,Basic,2026-04-28,29,1
207,Tiffany Thomas,Delhi,Premium,2023-09-13,27,1
208,Justin Daniel,Delhi,Enterprise,2023-07-17,30,1
209,Janet Bradshaw,Chennai,Basic,2026-04-11,25,1
210,Michael Gallegos,Bangalore,Premium,2025-08-07,60,1
211,Antonio Robbins,Chennai,Basic,2024-07-01,42,1
212,Danielle Ramirez,Bangalore,Enterprise,2025-06-04,52,0
213,Andrea Schultz,Pune,Basic,2024-06-13,36,1
214,James Smith,Mumbai,Enterprise,2025-07-08,26,1
215,Sean Brown,Delhi,Enterprise,2024-10-08,27,1
216,Michael Smith,Mumbai,Enterprise,2023-09-14,40,0
217,Cameron Harris,Delhi,Premium,2023-08-19,24,1
218,Kelly Anderson,Bangalore,Premium,2026-03-07,48,1
219,Sandra Thomas,Mumbai,Enterprise,2025-09-23,47,1
220,Mrs. Megan Bishop MD,Mumbai,Basic,2025-06-01,26,1
221,Mr. Sergio Henry,Pune,Enterprise,2024-09-29,36,1
222,Alexander Montoya,Pune,Basic,2024-03-02,35,1
223,Kevin Jensen DDS,Chennai,Premium,2025-09-24,50,1
224,Kenneth Ford,Chennai,Basic,2026-01-08,50,1
225,Jeffrey Petty,Chennai,Enterprise,2024-03-03,31,0
226,Aaron Schultz,Hyderabad,Premium,2024-09-24,58,1
227,Edwin Brooks,Chennai,Premium,2024-04-05,65,1
228,William Martinez,Hyderabad,Premium,2023-10-25,33,1
229,Robert Reid,Hyderabad,Basic,2024-12-31,36,1
230,Paul York,Pune,Premium,2025-07-17,57,1
231,Brandy Chambers,Chennai,Premium,2025-07-05,22,1
232,Michele Miller,Bangalore,Basic,2025-10-19,57,0
233,Mrs. Sheri Fox,Pune,Enterprise,2025-05-28,52,1
234,Sheri Mason,Mumbai,Enterprise,2026-02-07,43,1
235,Shannon Harris,Chennai,Basic,2023-11-12,60,1
236,Jenna Johnson,Chennai,Enterprise,2023-08-24,63,1
237,Joseph Casey,Chennai,Basic,2024-07-03,61,0
238,Kaitlin Wheeler,Bangalore,Premium,2024-05-17,23,1
239,Paul Robertson,Chennai,Basic,2024-09-08,26,1
240,Paige Romero,Bangalore,Enterprise,2024-11-11,47,1
241,Virginia Hayes,Mumbai,Basic,2025-01-15,55,1
242,Nancy Smith,Pune,Enterprise,2025-11-25,38,1
243,William Hammond,Bangalore,Premium,2025-12-29,39,1
244,Sarah Hoffman,Delhi,Premium,2023-06-13,25,1
245,Timothy Bush,Mumbai,Enterprise,2026-01-25,64,1
246,Deborah Clark,Pune,Premium,2023-10-05,26,1
247,Adrian Thompson,Delhi,Premium,2026-03-30,55,0
248,Mr. Austin Tran,Hyderabad,Premium,2026-03-26,64,1
249,Jonathan Hartman,Pune,Premium,2023-05-27,61,1
250,Thomas Maldonado,Delhi,Enterprise,2026-04-05,35,1
251,Mrs. Autumn Kelly,Delhi,Enterprise,2024-09-03,56,1
252,Jose Lee,Pune,Basic,2025-10-24,62,0
253,Jordan Boyer,Chennai,Premium,2025-10-29,65,1
254,Joanna Briggs,Chennai,Premium,2026-02-27,28,1
255,Jill Rogers,Delhi,Basic,2023-09-21,40,1
256,Jonathan Ward,Delhi,Basic,2026-02-23,36,1
257,Keith Parrish,Hyderabad,Premium,2026-04-15,44,1
258,Stephanie Davis,Pune,Enterprise,2024-06-18,30,1
259,Justin Lopez,Chennai,Basic,2024-09-13,52,1
260,Jose Turner,Bangalore,Basic,2024-10-26,65,1
261,Barry Jones,Mumbai,Premium,2026-04-18,49,1
262,Thomas Gonzales,Bangalore,Basic,2023-07-07,64,1
263,Robert Fox,Pune,Enterprise,2026-03-03,43,0
264,Lorraine Foster,Hyderabad,Premium,2024-06-15,33,0
265,Christopher Bonilla Jr.,Hyderabad,Basic,2023-07-20,63,1
266,Joel Cross,Chennai,Enterprise,2024-12-19,59,0
267,Angela Tran,Delhi,Premium,2025-02-04,36,1
268,Susan Combs,Pune,Basic,2023-09-24,25,1
269,Ryan Johnson,Pune,Basic,2025-10-02,35,1
270,Vincent Shaw,Mumbai,Enterprise,2026-04-24,21,1
271,Joshua Rivera,Mumbai,Basic,2026-01-12,55,1
272,Jacob Zimmerman,Mumbai,Basic,2025-08-10,63,0
273,Richard Flores,Mumbai,Basic,2024-07-23,43,1
274,Angela Shields,Pune,Premium,2025-04-14,22,1
275,Sharon Wells,Bangalore,Basic,2023-12-19,29,1
276,Anthony Duran,Pune,Basic,2023-11-28,25,1
277,Kathleen Smith,Hyderabad,Premium,2025-11-20,53,0
278,Taylor Holmes,Hyderabad,Enterprise,2023-08-18,35,0
279,Justin Fritz,Chennai,Enterprise,2023-12-06,54,1
280,Donald Bowman,Hyderabad,Enterprise,2025-01-14,22,0
281,Alicia Rowe,Hyderabad,Premium,2025-12-30,48,0
282,Samuel Phillips,Hyderabad,Enterprise,2026-03-08,49,0
283,Marie Thomas,Delhi,Premium,2023-07-17,59,1
284,Erin Cruz,Delhi,Basic,2025-09-10,38,1
285,Marc Anderson,Hyderabad,Enterprise,2025-10-28,54,1
286,Jennifer Terry,Hyderabad,Enterprise,2023-08-14,59,1
287,Jessica Holt,Delhi,Enterprise,2023-12-09,28,1
288,Patrick Holmes,Hyderabad,Premium,2023-06-11,35,1
289,Brenda Parker,Bangalore,Premium,2024-12-19,46,1
290,Richard Ford,Chennai,Basic,2026-04-25,41,1
291,Roger Sanders,Bangalore,Enterprise,2024-04-15,37,1
292,Kevin Hood,Mumbai,Enterprise,2024-04-30,51,0
293,David French,Delhi,Basic,2025-07-17,26,1
294,Laurie Whitehead,Delhi,Enterprise,2024-04-25,44,1
295,Johnny Hughes,Pune,Basic,2023-09-01,58,1
296,Yvonne White,Chennai,Basic,2025-08-03,47,1
297,Jonathan Soto,Chennai,Premium,2026-03-20,24,1
298,Anthony Allison,Pune,Premium,2025-07-18,43,0
299,Michael Allen,Pune,Enterprise,2025-06-03,34,1
300,James Gill,Chennai,Premium,2025-11-27,35,0
301,Adam Kerr,Bangalore,Enterprise,2026-02-09,44,0
302,Kimberly Griffin,Bangalore,Enterprise,2024-10-29,35,1
303,Andrew Moore,Pune,Enterprise,2023-12-12,60,0
304,Jennifer Garcia,Pune,Enterprise,2025-10-20,65,1
305,Ashley Meyer,Delhi,Basic,2025-03-20,38,1
306,Andrew Graves,Bangalore,Premium,2024-06-06,21,1
307,Frank Davis,Mumbai,Enterprise,2025-08-31,63,1
308,Carrie Hughes MD,Delhi,Basic,2025-04-29,61,0
309,Jason Bautista,Delhi,Enterprise,2023-07-09,54,1
310,Christie Sloan,Hyderabad,Premium,2024-05-11,50,1
311,William Berry,Mumbai,Premium,2025-08-26,40,1
312,Michael Watson,Pune,Enterprise,2024-01-07,26,0
313,Catherine Shelton,Mumbai,Basic,2025-10-02,60,0
314,Kendra Suarez,Chennai,Basic,2023-12-27,38,1
315,George Mckinney,Chennai,Premium,2026-04-07,52,1
316,Eric Webster,Hyderabad,Premium,2024-12-24,34,0
317,Richard Ali,Bangalore,Premium,2023-11-20,28,1
318,John Atkins,Chennai,Enterprise,2024-04-28,58,1
319,Ana Mack,Pune,Enterprise,2024-12-15,40,0
320,Nicole Thomas,Mumbai,Premium,2025-01-24,59,0
321,Henry Bauer,Delhi,Basic,2024-09-12,40,1
322,Diane Lee,Mumbai,Premium,2024-11-24,39,1
323,Gina Simmons,Delhi,Basic,2023-12-08,52,1
324,Amber Williams,Mumbai,Basic,2023-06-12,45,1
325,Jamie Palmer,Pune,Enterprise,2024-10-10,63,1
326,Tracy Clark,Delhi,Premium,2024-09-22,23,1
327,Troy Patel,Delhi,Premium,2024-02-13,25,1
328,Elizabeth Jones,Pune,Premium,2025-12-02,57,1
329,Laura Watson,Chennai,Enterprise,2023-07-25,47,1
330,Tommy Wright,Delhi,Premium,2024-04-04,22,1
331,Shannon Watson DVM,Mumbai,Enterprise,2024-02-22,50,1
332,Darlene Wilson,Delhi,Premium,2025-03-25,27,1
333,Angel Heath,Hyderabad,Enterprise,2024-03-09,46,0
334,Aaron Franco,Hyderabad,Premium,2025-02-15,42,1
335,Daniel Vincent,Bangalore,Basic,2025-03-20,25,0
336,Justin Adkins,Pune,Enterprise,2025-02-28,33,1
337,Jennifer Gutierrez,Bangalore,Enterprise,2025-03-30,62,1
338,Kevin Ware,Mumbai,Basic,2026-04-06,30,1
339,Nathan Esparza,Mumbai,Basic,2026-02-06,59,1
340,Dale Smith,Chennai,Basic,2025-09-10,32,1
341,Deborah Kennedy,Hyderabad,Enterprise,2023-06-01,58,1
342,Tara Hernandez,Chennai,Enterprise,2024-07-28,62,1
343,Victoria Ritter,Chennai,Premium,2025-05-19,30,1
344,Craig Smith,Delhi,Premium,2024-03-07,49,1
345,Rebecca Brown,Bangalore,Enterprise,2026-02-18,24,1
346,Timothy Miller,Pune,Basic,2025-11-16,40,1
347,Cody Mason,Hyderabad,Basic,2024-06-08,24,1
348,Jerry Harrison,Bangalore,Basic,2024-01-29,62,0
349,Edward Paul,Pune,Enterprise,2025-02-20,53,1
350,Susan Cruz,Hyderabad,Enterprise,2024-11-12,56,0
351,Mercedes White,Hyderabad,Enterprise,2025-03-03,62,1
352,Andre Gonzalez,Bangalore,Enterprise,2023-08-25,51,1
353,Rose Castillo,Delhi,Premium,2026-01-02,27,1
354,Brittney Miller,Chennai,Basic,2026-03-12,53,1
355,Sherri Weaver,Delhi,Basic,2025-07-17,49,1
356,Ashley Smith,Pune,Enterprise,2024-09-11,60,1
357,Dawn Williams MD,Bangalore,Premium,2024-02-03,39,1
358,Jon Fry,Hyderabad,Premium,2024-10-19,64,0
359,Danielle Dixon,Chennai,Enterprise,2024-05-19,42,0
360,Joshua Sosa,Bangalore,Basic,2026-05-04,56,1
361,Julie Reynolds,Bangalore,Premium,2025-11-27,63,1
362,Michael Miller,Bangalore,Basic,2025-07-30,58,1
363,Becky Walker,Bangalore,Premium,2023-09-06,62,1
364,Michael Wolfe,Mumbai,Enterprise,2026-03-06,26,1
365,Anthony Parker,Pune,Premium,2024-07-10,62,1
366,Jerry Smith,Mumbai,Enterprise,2024-10-12,65,0
367,Jake Williams,Chennai,Enterprise,2024-08-22,48,1
368,John Sanchez,Delhi,Premium,2024-11-19,40,1
369,Taylor Pierce,Mumbai,Premium,2023-10-10,52,1
370,David Myers,Mumbai,Basic,2025-03-15,30,0
371,Tim Mitchell,Bangalore,Basic,2023-06-29,53,0
372,April Dorsey,Chennai,Premium,2024-10-08,60,1
373,Kimberly Moore,Pune,Premium,2024-09-23,30,1
374,Jerry Knox,Mumbai,Enterprise,2026-02-02,60,1
375,Robert Brown,Chennai,Premium,2024-08-12,23,1
376,Heather Warner,Bangalore,Enterprise,2026-03-13,36,1
377,Brandon Brown,Pune,Premium,2025-03-29,49,1
378,Jordan Buck,Pune,Basic,2023-06-20,40,1
379,Amy Harris,Mumbai,Premium,2024-09-01,64,1
380,Timothy Sanchez,Hyderabad,Premium,2023-06-20,45,1
381,Lisa Malone,Mumbai,Basic,2025-12-12,59,1
382,Curtis Meyers,Bangalore,Basic,2025-07-01,62,1
383,Andrew Reilly,Bangalore,Enterprise,2024-12-22,27,0
384,Jo Whitehead,Bangalore,Basic,2023-05-18,31,1
385,Vanessa Friedman,Hyderabad,Enterprise,2024-04-17,30,1
386,William Lewis,Delhi,Basic,2024-07-30,49,1
387,Nathan Simmons,Delhi,Premium,2025-08-28,24,1
388,Kevin Jackson,Pune,Premium,2024-07-25,36,1
389,Pamela Wade,Delhi,Premium,2024-07-04,35,0
390,Jack Dixon,Bangalore,Basic,2025-02-10,62,1
391,Jessica West,Mumbai,Basic,2025-05-04,23,1
392,Charles Morales,Hyderabad,Enterprise,2023-11-16,29,1
393,Timothy Wallace,Hyderabad,Enterprise,2023-10-31,21,0
394,Briana Smith,Delhi,Premium,2025-04-20,34,1
395,Jose Mason,Pune,Enterprise,2024-05-24,59,1
396,Nicholas Davidson,Delhi,Premium,2025-03-28,36,1
397,Steven Benjamin,Delhi,Basic,2025-12-27,36,1
398,Tracey Malone,Chennai,Enterprise,2026-01-17,50,0
399,Travis Jenkins,Delhi,Premium,2025-01-11,59,0
400,Chelsea Bernard,Chennai,Enterprise,2023-08-16,57,1
401,Cynthia Thompson,Chennai,Basic,2023-05-24,39,1
402,Kim Cross,Delhi,Enterprise,2025-07-11,43,1
403,Dominique Deleon,Pune,Premium,2025-03-20,32,0
404,Shaun Walker,Pune,Premium,2023-12-21,25,0
405,David Koch,Hyderabad,Premium,2023-10-29,23,1
406,Jason Johnson,Bangalore,Premium,2024-12-31,22,1
407,Adam Clark,Delhi,Premium,2024-06-21,36,0
408,Meredith Bell,Pune,Enterprise,2025-05-05,42,1
409,Laura Gross,Delhi,Premium,2025-01-25,55,1
410,Robert Blair,Chennai,Basic,2024-09-27,64,1
411,Brandon Harper,Chennai,Premium,2024-08-16,61,1
412,Nathaniel Tate PhD,Mumbai,Basic,2023-12-23,50,0
413,Suzanne Higgins,Bangalore,Basic,2023-06-30,23,1
414,Alexandra Schneider,Delhi,Premium,2024-05-10,40,1
415,Emily Nelson,Pune,Premium,2025-09-12,37,0
416,David Cline,Chennai,Basic,2023-08-09,39,1
417,Willie Chambers,Delhi,Enterprise,2023-10-09,42,1
418,Jim Adams,Delhi,Premium,2026-03-06,48,1
419,Heidi Holmes,Chennai,Premium,2024-03-13,45,1
420,Cassidy Martin,Mumbai,Premium,2023-09-26,65,1
421,Dr. David Harris,Bangalore,Enterprise,2023-10-04,38,0
422,Ashley Kaiser,Chennai,Premium,2024-11-27,26,1
423,Michael Hines,Pune,Basic,2025-11-25,55,1
424,Christine Herrera,Bangalore,Basic,2024-03-19,26,1
425,Jason George,Chennai,Premium,2024-09-28,40,1
426,Shannon Lopez,Pune,Enterprise,2025-06-05,48,1
427,Rebecca Chambers,Chennai,Premium,2024-12-07,43,1
428,Lawrence Bruce,Delhi,Enterprise,2026-01-24,43,1
429,Sharon Morgan,Bangalore,Enterprise,2023-11-08,24,0
430,Gregory Rice,Chennai,Enterprise,2025-09-25,46,1
431,Cody Schneider,Pune,Enterprise,2024-07-04,64,1
432,Bryan Martinez,Delhi,Basic,2024-11-08,59,1
433,Todd Randolph,Delhi,Basic,2023-12-06,25,1
434,Sharon Porter,Chennai,Premium,2023-11-15,44,1
435,Joseph Lewis,Pune,Basic,2023-06-19,59,1
436,William Simmons,Chennai,Premium,2024-12-04,44,1
437,Caleb Olson,Hyderabad,Basic,2024-10-20,57,1
438,Crystal Zimmerman,Pune,Premium,2025-08-26,46,1
439,Renee Jones,Chennai,Premium,2025-04-28,36,0
440,Jennifer Thomas,Delhi,Enterprise,2025-10-14,32,1
441,Todd Williams,Pune,Premium,2024-11-16,56,0
442,Morgan Merritt,Bangalore,Premium,2025-03-23,49,1
443,Marcus Gonzalez,Pune,Premium,2025-08-14,65,1
